1.000000000000000000e+00,3.541047861101754290e-01,4.040404040404040886e-01,-7.819293408450782579e-01,-7.814696659114179766e-01,-5.918651469112897745e-01,-8.633819663592373628e-01,4.000000000000000222e-01,0.000000000000000000e+00,9.056603773584904760e-01,-7.282495315840954442e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.541844015065682250e-01,7.474747474747475140e-01,-1.468891099998416438e-01,-1.447166047984123870e-02,4.921267795776894660e-01,1.301448360804837945e+00,2.000000000000000111e-01,0.000000000000000000e+00,6.603773584905660021e-01,1.659013637120912710e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.609915178981535799e-01,2.828282828282828731e-01,-1.468891099998416438e-01,7.525263449517355374e-01,2.298779990392654682e+00,-2.448590157409301638e-01,2.000000000000000111e-01,0.000000000000000000e+00,4.716981132075471761e-01,2.209674838674803521e+00,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.329036143348541921e-01,5.050505050505051108e-02,1.123191351690631556e+00,2.286522355814889274e+00,8.534574217406825092e-01,3.736639348773770908e-01,8.000000000000000444e-01,0.000000000000000000e+00,8.867924528301885934e-01,1.877099221339494917e-01,2.500000000000000000e-01,0.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.776199079319390695e-01,8.080808080808081495e-02,-7.819293408450782579e-01,7.525263449517355374e-01,2.298779990392654682e+00,-5.541204910500837633e-01,5.000000000000000000e-01,0.000000000000000000e+00,7.547169811320754151e-01,5.833794820733770869e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,5.148156087005337778e-01,5.656565656565657463e-01,4.881511208453949702e-01,-1.447166047984123870e-02,4.921267795776894660e-01,9.921868854956843453e-01,3.000000000000000444e-01,0.000000000000000000e+00,2.641509433962263564e-01,3.995644896605721197e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.822784293311285886e-01,5.757575757575758013e-01,-1.468891099998416438e-01,-1.164968668627206494e+00,-9.531957890742828177e-01,-8.633819663592373628e-01,6.000000000000000888e-01,0.000000000000000000e+00,9.245283018867923586e-01,-8.746784238451433824e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,7.905706790785027582e-01,7.373737373737374590e-01,-7.819293408450782579e-01,-3.979706631956296259e-01,2.660110632555647836e+00,-5.541204910500837633e-01,2.000000000000000111e-01,0.000000000000000000e+00,8.113207547169810629e-01,1.754810620161760815e+00,7.500000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.286462320482592236e-01,7.171717171717172379e-01,-1.468891099998416438e-01,-3.979706631956296259e-01,8.534574217406825092e-01,6.829254101865307458e-01,3.000000000000000444e-01,0.000000000000000000e+00,8.679245283018867108e-01,-5.132794557114930267e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.437211011421746232e-01,4.040404040404040747e-02,-1.468891099998416438e-01,7.525263449517355374e-01,8.534574217406825092e-01,9.921868854956843453e-01,3.000000000000000444e-01,0.000000000000000000e+00,5.283018867924528239e-01,2.562511057455038599e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.747853956783129492e-01,8.181818181818182323e-01,-7.819293408450782579e-01,-1.164968668627206494e+00,-9.531957890742828177e-01,-1.172643441668391073e+00,7.000000000000000666e-01,0.000000000000000000e+00,4.150943396226414173e-01,-8.310613070014269965e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.333333333333333148e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,4.441314266466606653e-01,8.686868686868687295e-01,-7.819293408450782579e-01,-1.447166047984123870e-02,-5.918651469112897745e-01,-5.541204910500837633e-01,6.000000000000000888e-01,0.000000000000000000e+00,9.433962264150942412e-01,-5.818206393230473950e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
